time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,compassAngle,gpsX,gpsY,truePosX,truePosY
9.90000,-0.02199,1.85025,9.77854,0.00131,0.00067,0.20656,-2.82258,-103.98682,13.38565,-103.72669,14.14207,-0.08
9.95000,-0.01682,1.85636,9.77176,0.00066,0.00065,0.21004,-2.83300,-104.10554,12.98723,-103.85317,13.74631,-0.08
10.00000,-0.02008,1.86184,9.77341,0.00136,0.00073,0.21247,-2.84358,-104.21996,12.58759,-103.97546,13.34928,-0.08
10.05000,-0.01619,1.88155,9.85263,0.00161,0.00080,0.21456,-2.85427,-104.32997,12.18673,-104.09351,12.95099,-0.08
10.10000,-0.01446,1.86920,9.70080,0.00157,0.00085,0.21553,-2.86503,-104.43559,11.78472,-104.20725,12.55146,-0.08
10.15000,-0.01425,1.87318,9.77488,0.00138,0.00090,0.21712,-2.87585,-104.53677,11.38158,-104.31668,12.15074,-0.08
10.20000,-0.02429,1.95033,9.82484,0.00213,0.00103,0.22150,-2.88682,-104.63353,10.97737,-104.42177,11.74890,-0.08
10.25000,-0.03099,1.98076,9.78311,0.00312,0.00113,0.22512,-2.89801,-104.72574,10.57211,-104.52239,11.34596,-0.09
10.30000,-0.02923,1.99990,9.83769,0.00293,0.00111,0.22822,-2.90936,-104.81320,10.16584,-104.61843,10.94195,-0.08
10.35000,-0.02545,2.00307,9.78795,0.00203,0.00102,0.22926,-2.92081,-104.89587,9.75860,-104.70980,10.53689,-0.08
10.40000,-0.01675,1.94601,9.77813,0.00059,0.00088,0.22855,-2.93226,-104.97371,9.35044,-104.79648,10.13080,-0.08
10.45000,-0.01058,1.91701,9.79101,-0.00043,0.00079,0.22718,-2.94365,-105.04679,8.94141,-104.87848,9.72373,-0.08
10.50000,-0.00922,1.90226,9.75679,-0.00046,0.00080,0.22626,-2.95498,-105.11522,8.53157,-104.95587,9.31574,-0.08
10.55000,-0.00840,1.88041,9.79790,0.00009,0.00087,0.22502,-2.96626,-105.17905,8.12098,-105.02865,8.90689,-0.08
10.60000,-0.00762,1.87887,9.86733,0.00056,0.00095,0.22417,-2.97748,-105.23832,7.70969,-105.09684,8.49723,-0.08
10.65000,-0.00768,1.87161,9.78559,0.00085,0.00099,0.22290,-2.98866,-105.29305,7.29776,-105.16045,8.08683,-0.08
10.70000,-0.00755,1.87303,9.87589,0.00082,0.00101,0.22215,-2.99978,-105.34324,6.88524,-105.21949,7.67573,-0.08
10.75000,-0.00572,1.82828,9.83307,0.00059,0.00097,0.22006,-3.01084,-105.38890,6.47218,-105.27395,7.26398,-0.08
10.80000,0.00193,1.79116,9.77708,-0.00029,0.00086,0.21665,-3.02175,-105.43005,6.05864,-105.32386,6.85163,-0.07
10.85000,0.01050,1.71205,9.85366,-0.00136,0.00073,0.21132,-3.03243,-105.46679,5.64466,-105.36928,6.43871,-0.07
10.90000,0.02031,1.61023,9.80172,-0.00240,0.00062,0.20445,-3.04280,-105.49929,5.23029,-105.41034,6.02527,-0.07
10.95000,0.02006,1.58966,9.73275,-0.00233,0.00063,0.20015,-3.05288,-105.52776,4.81558,-105.44723,5.61136,-0.07
11.00000,0.00408,1.66102,9.80582,0.00003,0.00085,0.20095,-3.06289,-105.55238,4.40056,-105.48009,5.19710,-0.08
11.05000,-0.00742,1.71442,9.80319,0.00273,0.00105,0.20238,-3.07298,-105.57305,3.98530,-105.50883,4.78254,-0.07
11.10000,0.00059,1.68157,9.84310,0.00253,0.00097,0.19991,-3.08305,-105.58957,3.56986,-105.53333,4.36771,-0.07
11.15000,0.01659,1.57649,9.72574,-0.00031,0.00070,0.19374,-3.09288,-105.60191,3.15428,-105.55362,3.95260,-0.07
11.20000,0.02322,1.51240,9.85449,-0.00271,0.00050,0.18826,-3.10240,-105.61029,2.73857,-105.56988,3.53726,-0.06
11.25000,0.02237,1.45845,9.87681,-0.00285,0.00046,0.18326,-3.11166,-105.61494,2.32276,-105.58225,3.12174,-0.06
11.30000,0.02621,1.37851,9.88868,-0.00222,0.00047,0.17753,-3.12066,-105.61599,1.90688,-105.59084,2.70607,-0.06
11.35000,0.03079,1.31298,9.79542,-0.00182,0.00049,0.17125,-3.12936,-105.61360,1.49097,-105.59577,2.29028,-0.06
11.40000,0.03082,1.29289,9.82168,-0.00141,0.00053,0.16624,-3.13777,-105.60791,1.07504,-105.59719,1.87441,-0.05
11.45000,0.03344,1.21666,9.77126,-0.00135,0.00052,0.15897,3.13731,-105.59907,0.65912,-105.59515,1.45849,-0.05
11.50000,0.03805,1.15630,9.80742,-0.00205,0.00047,0.15250,3.12955,-105.58715,0.24324,-105.58984,1.04254,-0.05
11.55000,0.03680,1.10868,9.80282,-0.00210,0.00044,0.14592,3.12212,-105.57237,-0.17260,-105.58138,0.62660,-0.05
11.60000,0.03339,1.10486,9.75059,-0.00150,0.00045,0.14239,3.11495,-105.55484,-0.58838,-105.56997,0.21068,-0.05
11.65000,0.03202,1.06958,9.75782,-0.00059,0.00044,0.13732,3.10796,-105.53465,-1.00407,-105.55560,-0.20518,-0.05
11.70000,0.03563,1.03097,9.76047,-0.00089,0.00038,0.13263,3.10124,-105.51179,-1.41964,-105.53841,-0.62097,-0.04
11.75000,0.03760,0.96464,9.85012,-0.00139,0.00030,0.12642,3.09478,-105.48640,-1.83510,-105.51845,-1.03667,-0.04
11.80000,0.03888,0.92865,9.81902,-0.00189,0.00025,0.12170,3.08861,-105.45859,-2.25043,-105.49590,-1.45227,-0.04
11.85000,0.04057,0.84462,9.78948,-0.00202,0.00021,0.11456,3.08272,-105.42850,-2.66563,-105.47081,-1.86777,-0.04
11.90000,0.04562,0.76748,9.78607,-0.00274,0.00016,0.10763,3.07720,-105.39624,-3.08070,-105.44337,-2.28315,0.02
11.95000,0.10116,-0.29900,9.78100,-0.01135,-0.00041,0.04739,3.07306,-105.36205,-3.49564,-105.41323,-2.69848,0.02
12.00000,0.10167,-0.91041,9.74320,-0.02992,-0.00048,0.00115,3.07226,-105.32701,-3.91059,-105.38193,-3.11391,0.02
12.05000,0.05095,-0.93902,9.87270,-0.02419,0.00011,-0.02412,3.07301,-105.29427,-4.32589,-105.35107,-3.52939,0.02
12.10000,0.04236,-0.89484,9.87789,-0.00954,0.00051,-0.03737,3.07467,-105.26378,-4.74139,-105.32121,-3.94492,0.02
12.15000,0.04027,-0.68289,9.76832,0.00320,0.00058,-0.04139,3.07669,-105.23557,-5.15705,-105.29253,-4.36052,0.02
12.20000,0.04057,-0.46150,9.81083,0.00904,0.00042,-0.04143,3.07878,-105.20926,-5.57282,-105.26490,-4.77618,0.01
12.25000,0.04124,-0.27350,9.76802,0.00851,0.00017,-0.03819,3.08077,-105.18425,-5.98867,-105.23817,-5.19191,0.01
12.30000,0.04217,-0.21007,9.81918,0.00483,-0.00004,-0.03679,3.08262,-105.16009,-6.40457,-105.21215,-5.60767,0.01
12.35000,0.04254,-0.23150,9.79738,0.00029,-0.00014,-0.03632,3.08444,-105.13645,-6.82049,-105.18678,-6.02348,0.02
12.40000,0.04233,-0.32685,9.77223,-0.00284,-0.00014,-0.03944,3.08633,-105.11336,-7.23643,-105.16207,-6.43933,0.02
12.45000,0.04201,-0.40467,9.79801,-0.00420,-0.00008,-0.04199,3.08839,-105.09093,-7.65241,-105.13817,-6.85522,0.02
12.50000,0.04315,-0.42629,9.82529,-0.00293,-0.00001,-0.04341,3.09053,-105.06946,-8.06844,-105.11518,-7.27116,0.02
12.55000,0.04332,-0.43283,9.82566,-0.00110,0.00005,-0.04477,3.09274,-105.04901,-8.48452,-105.09314,-7.68714,0.02
12.60000,0.04283,-0.41603,9.76525,0.00018,0.00008,-0.04492,3.09499,-105.02961,-8.90065,-105.07207,-8.10318,0.02
12.65000,0.04302,-0.41643,9.81803,0.00055,0.00009,-0.04630,3.09727,-105.01126,-9.31682,-105.05193,-8.51926,0.01
12.70000,0.04339,-0.35343,9.80474,0.00065,0.00007,-0.04363,3.09953,-104.99391,-9.73304,-105.03281,-8.93538,0.02
12.75000,0.04445,-0.32905,9.80060,0.00129,0.00004,-0.04259,3.10167,-104.97752,-10.14929,-105.01457,-9.35156,0.01
12.80000,0.04408,-0.31454,9.82293,0.00073,0.00002,-0.04100,3.10376,-104.96191,-10.56558,-104.99722,-9.76777,0.02
12.85000,0.04364,-0.35507,9.75976,-0.00012,0.00003,-0.04250,3.10583,-104.94711,-10.98190,-104.98066,-10.18401,0.02
12.90000,0.04200,-0.39014,9.80887,-0.00143,0.00004,-0.04380,3.10800,-104.93310,-11.39825,-104.96498,-10.60029,0.02
12.95000,0.04248,-0.40331,9.84137,-0.00151,0.00004,-0.04488,3.11022,-104.92004,-11.81463,-104.95021,-11.01660,0.02
13.00000,0.04292,-0.39953,9.85972,-0.00090,0.00004,-0.04489,3.11247,-104.90794,-12.23103,-104.93640,-11.43293,0.02
13.05000,0.04303,-0.39444,9.82686,-0.00010,0.00003,-0.04509,3.11472,-104.89684,-12.64746,-104.92353,-11.84930,0.02
13.10000,0.04361,-0.37501,9.85796,0.00030,0.00003,-0.04438,3.11696,-104.88670,-13.06391,-104.91163,-12.26570,0.02
13.15000,0.04371,-0.36151,9.75783,0.00053,0.00003,-0.04389,3.11916,-104.87752,-13.48039,-104.90065,-12.68212,0.01
13.20000,0.04391,-0.33859,9.80817,0.00051,0.00003,-0.04239,3.12132,-104.86922,-13.89689,-104.89059,-13.09857,0.02
13.25000,0.04416,-0.34449,9.79039,0.00034,0.00003,-0.04244,3.12343,-104.86179,-14.31340,-104.88138,-13.51505,0.01
13.30000,0.04397,-0.32147,9.80827,0.00005,0.00003,-0.04058,3.12551,-104.85517,-14.72993,-104.87308,-13.93154,0.02
13.35000,0.04416,-0.33503,9.84055,0.00013,0.00004,-0.04096,3.12754,-104.84939,-15.14647,-104.86559,-14.34805,0.02
13.40000,0.04289,-0.36482,9.81833,-0.00065,0.00005,-0.04173,3.12961,-104.84438,-15.56303,-104.85894,-14.76457,0.02
13.45000,0.04295,-0.37073,9.76018,-0.00092,0.00005,-0.04248,3.13172,-104.84024,-15.97959,-104.85315,-15.18110,0.01
13.50000,0.04437,-0.31103,9.82722,-0.00002,0.00003,-0.03929,3.13377,-104.83701,-16.39616,-104.84831,-15.59765,0.01
13.55000,0.04641,-0.24117,9.79133,0.00189,0.00000,-0.03516,3.13562,-104.83464,-16.81274,-104.84431,-16.01421,0.01
13.60000,0.04487,-0.25663,9.76981,0.00187,0.00001,-0.03477,3.13734,-104.83290,-17.22932,-104.84099,-16.43079,0.02
13.65000,0.04304,-0.31583,9.78729,-0.00031,0.00004,-0.03706,3.13914,-104.83173,-17.64592,-104.83833,-16.84737,0.02
13.70000,0.04211,-0.37403,9.77392,-0.00221,0.00005,-0.03988,3.14107,-104.83128,-18.06251,-104.83642,-17.26395,0.01
13.75000,0.04294,-0.35463,9.81456,-0.00202,0.00005,-0.03934,-3.14012,-104.83170,-18.47910,-104.83538,-17.68052,0.01
13.80000,0.04436,-0.30467,9.81561,0.00009,0.00002,-0.03701,-3.13821,-104.83303,-18.89569,-104.83521,-18.09710,0.01
13.85000,0.04523,-0.26522,9.80610,0.00166,0.00001,-0.03460,-3.13643,-104.83516,-19.31227,-104.83583,-18.51369,0.01
13.90000,0.04486,-0.26357,9.83299,0.00157,0.00001,-0.03409,-3.13473,-104.83795,-19.72885,-104.83714,-18.93028,0.01
13.95000,0.04451,-0.23543,9.75544,0.00073,0.00001,-0.03220,-3.13307,-104.84138,-20.14543,-104.83916,-19.34686,0.01
14.00000,0.04589,-0.17584,9.75329,0.00101,0.00001,-0.02834,-3.13156,-104.84543,-20.56201,-104.84187,-19.76345,0.01
14.05000,0.04608,-0.15116,9.83976,0.00145,0.00001,-0.02546,-3.13024,-104.84998,-20.97858,-104.84515,-20.18004,0.01
14.10000,0.04461,-0.19549,9.75785,0.00049,0.00002,-0.02609,-3.12897,-104.85489,-21.39516,-104.84889,-20.59662,0.01
14.15000,0.04399,-0.20274,9.83899,-0.00074,0.00003,-0.02549,-3.12767,-104.86022,-21.81173,-104.85317,-21.01321,0.01
14.20000,0.04437,-0.19311,9.80978,-0.00052,0.00002,-0.02467,-3.12642,-104.86607,-22.22830,-104.85798,-21.42978,0.01
14.25000,0.04433,-0.20525,9.76985,-0.00022,0.00002,-0.02455,-3.12519,-104.87239,-22.64486,-104.86330,-21.84635,0.01
14.30000,0.04383,-0.23940,9.77103,-0.00047,0.00002,-0.02608,-3.12393,-104.87919,-23.06141,-104.86910,-22.26292,0.01
14.35000,0.04216,-0.32856,9.83455,-0.00176,0.00003,-0.03123,-3.12249,-104.88654,-23.47795,-104.87540,-22.67947,0.02
14.40000,0.03974,-0.47941,9.82216,-0.00407,0.00006,-0.04045,-3.12068,-104.89458,-23.89448,-104.88229,-23.09600,0.03
14.45000,0.03479,-0.65523,9.77785,-0.00634,0.00010,-0.05263,-3.11831,-104.90365,-24.31098,-104.89000,-23.51249,0.03
14.50000,0.03295,-0.72700,9.78819,-0.00641,0.00013,-0.06064,-3.11542,-104.91416,-24.72743,-104.89889,-23.92893,0.03
14.55000,0.03504,-0.72187,9.78572,-0.00350,0.00010,-0.06545,-3.11223,-104.92644,-25.14380,-104.90917,-24.34532,0.03
14.60000,0.03657,-0.69103,9.78293,-0.00067,0.00006,-0.06841,-3.10886,-104.94049,-25.56010,-104.92090,-24.76166,0.03
14.65000,0.03785,-0.66116,9.78436,0.00078,0.00004,-0.07021,-3.10539,-104.95627,-25.97633,-104.93411,-25.17794,-0.02
14.70000,0.06363,0.13888,9.73664,0.00799,-0.00023,-0.02965,-3.10271,-104.97371,-26.39248,-104.94926,-25.59420,-0.02
14.75000,0.06596,0.61108,9.85489,0.02221,-0.00022,0.00081,-3.10225,-104.99198,-26.80862,-104.96511,-26.01051,-0.02
14.80000,0.04317,0.63669,9.81820,0.01772,0.00005,0.01715,-3.10282,-105.00875,-27.22488,-104.98062,-26.42684,-0.01
14.85000,0.04087,0.59292,9.84079,0.00644,0.00020,0.02467,-3.10394,-105.02397,-27.64122,-104.99542,-26.84319,-0.01
14.90000,0.04061,0.46520,9.83666,-0.00275,0.00023,0.02811,-3.10529,-105.03766,-28.05761,-105.00944,-27.25956,-0.01
14.95000,0.04011,0.35710,9.79806,-0.00583,0.00019,0.03026,-3.10677,-105.05009,-28.47404,-105.02278,-27.67595,-0.01
15.00000,0.04018,0.26361,9.85820,-0.00453,0.00010,0.03053,-3.10830,-105.06156,-28.89049,-105.03546,-28.09235,-0.01
15.05000,0.04136,0.20585,9.78263,-0.00216,0.00001,0.02962,-3.10980,-105.07229,-29.30696,-105.04754,-28.50877,-0.01
15.10000,0.04250,0.18188,9.85863,-0.00042,-0.00005,0.02797,-3.11123,-105.08248,-29.72343,-105.05903,-28.92521,-0.01
15.15000,0.04374,0.17252,9.76480,0.00019,-0.00007,0.02606,-3.11258,-105.09220,-30.13992,-105.06996,-29.34167,-0.01
15.20000,0.04403,0.16390,9.85981,0.00003,-0.00006,0.02406,-3.11382,-105.10150,-30.55642,-105.08035,-29.75814,-0.01
15.25000,0.04344,0.19764,9.81790,0.00009,-0.00003,0.02448,-3.11502,-105.11039,-30.97293,-105.09029,-30.17463,-0.01
15.30000,0.04273,0.25357,9.77526,0.00108,0.00002,0.02687,-3.11631,-105.11884,-31.38945,-105.09974,-30.59112,-0.01
15.35000,0.04171,0.27630,9.81533,0.00167,0.00005,0.02842,-3.11771,-105.12674,-31.80598,-105.10863,-31.00763,-0.01
15.40000,0.04197,0.27405,9.69168,0.00111,0.00006,0.02911,-3.11915,-105.13396,-32.22252,-105.11690,-31.42414,-0.01
15.45000,0.04203,0.26872,9.79034,0.00027,0.00004,0.02925,-3.12061,-105.14050,-32.63908,-105.12454,-31.84067,-0.01
15.50000,0.04248,0.24917,9.85596,-0.00040,0.00002,0.02870,-3.12206,-105.14638,-33.05564,-105.13156,-32.25721,-0.01
15.55000,0.04318,0.21325,9.74748,-0.00089,0.00000,0.02716,-3.12346,-105.15163,-33.47221,-105.13795,-32.67376,-0.01
15.60000,0.04377,0.18620,9.79722,-0.00110,-0.00001,0.02559,-3.12477,-105.15632,-33.88878,-105.14379,-33.09032,-0.01
15.65000,0.04329,0.20143,9.82866,-0.00052,-0.00000,0.02584,-3.12604,-105.16054,-34.30537,-105.14912,-33.50689,-0.01
15.70000,0.04245,0.21054,9.84850,0.00038,0.00001,0.02573,-3.12734,-105.16430,-34.72196,-105.15393,-33.92347,-0.01
15.75000,0.04353,0.18538,9.84725,0.00024,0.00001,0.02421,-3.12859,-105.16754,-35.13855,-105.15819,-34.34005,-0.01
15.80000,0.04384,0.15923,9.85744,-0.00053,0.00001,0.02223,-3.12974,-105.17029,-35.55515,-105.16193,-34.75664,-0.01
15.85000,0.04317,0.18302,9.79117,-0.00051,0.00001,0.02271,-3.13085,-105.17263,-35.97175,-105.16525,-35.17323,-0.01
15.90000,0.04186,0.23555,9.83872,0.00077,0.00003,0.02517,-3.13205,-105.17457,-36.38836,-105.16813,-35.58983,-0.01
15.95000,0.04162,0.25494,9.80248,0.00160,0.00004,0.02652,-3.13336,-105.17599,-36.80496,-105.17048,-36.00642,-0.01
16.00000,0.04194,0.25015,9.77919,0.00107,0.00003,0.02686,-3.13470,-105.17677,-37.22157,-105.17225,-36.42302,-0.01
16.05000,0.04297,0.21290,9.81992,-0.00014,0.00001,0.02519,-3.13600,-105.17694,-37.63817,-105.17342,-36.83962,-0.01
16.10000,0.04430,0.15390,9.77971,-0.00155,-0.00001,0.02220,-3.13718,-105.17655,-38.05478,-105.17404,-37.25623,-0.01
16.15000,0.04447,0.12645,9.83986,-0.00197,-0.00002,0.02021,-3.13822,-105.17572,-38.47138,-105.17420,-37.67283,-0.01
16.20000,0.04377,0.12109,9.75166,-0.00117,-0.00001,0.01903,-3.13920,-105.17458,-38.88799,-105.17398,-38.08944,-0.01
16.25000,0.04395,0.12356,9.81897,-0.00021,0.00001,0.01830,-3.14012,-105.17314,-39.30460,-105.17338,-38.50605,-0.01
16.30000,0.04375,0.13245,9.85949,0.00037,0.00002,0.01785,-3.14102,-105.17140,-39.72121,-105.17243,-38.92267,-0.01
16.35000,0.04352,0.14062,9.77209,0.00050,0.00002,0.01757,3.14128,-105.16935,-40.13782,-105.17111,-39.33928,-0.01
16.40000,0.04290,0.14629,9.82877,0.00035,0.00002,0.01740,3.14040,-105.16696,-40.55443,-105.16942,-39.75588,-0.01
16.45000,0.04314,0.14856,9.86628,0.00014,0.00001,0.01730,3.13954,-105.16422,-40.97103,-105.16737,-40.17249,-0.01
16.50000,0.04348,0.14168,9.77087,-0.00005,0.00001,0.01696,3.13868,-105.16112,-41.38763,-105.16495,-40.58910,-0.01
16.55000,0.04353,0.13669,9.84121,-0.00017,0.00000,0.01672,3.13784,-105.15766,-41.80423,-105.16218,-41.00570,-0.01
16.60000,0.04304,0.16063,9.86301,0.00016,0.00001,0.01786,3.13698,-105.15387,-42.22083,-105.15908,-41.42230,-0.00
16.65000,0.04353,0.12883,9.82045,0.00018,0.00000,0.01624,3.13612,-105.14971,-42.63742,-105.15558,-41.83890,-0.00
16.70000,0.04393,0.10245,9.77238,-0.00070,-0.00000,0.01483,3.13535,-105.14518,-43.05401,-105.15173,-42.25550,-0.00
16.75000,0.04445,0.03681,9.82129,-0.00145,-0.00001,0.01064,3.13472,-105.14039,-43.47060,-105.14754,-42.67209,-0.00
16.80000,0.04480,-0.00217,9.82016,-0.00220,-0.00001,0.00767,3.13428,-105.13542,-43.88719,-105.14315,-43.08868,0.01
16.85000,0.04534,-0.15336,9.76917,-0.00313,-0.00001,-0.00213,3.13414,-105.13046,-44.30378,-105.13852,-43.50528,0.02
16.90000,0.04345,-0.49972,9.77222,-0.00766,0.00001,-0.02317,3.13481,-105.12566,-44.72037,-105.13379,-43.92187,0.03
16.95000,0.03404,-0.84948,9.85836,-0.01292,0.00011,-0.04803,3.13669,-105.12170,-45.13697,-105.12950,-44.33844,0.03
17.00000,0.02589,-0.95981,9.85113,-0.01267,0.00022,-0.06417,3.13962,-105.11954,-45.55356,-105.12643,-44.75496,0.03
17.05000,0.02718,-0.96108,9.80752,-0.00664,0.00021,-0.07385,-3.14005,-105.11975,-45.97013,-105.12492,-45.17146,0.03
17.10000,0.02931,-0.91434,9.81247,-0.00093,0.00015,-0.07984,-3.13616,-105.12233,-46.38665,-105.12514,-45.58792,0.03
17.15000,0.03176,-0.84755,9.77370,0.00192,0.00008,-0.08349,-3.13205,-105.12720,-46.80312,-105.12714,-46.00436,0.03
17.20000,0.03422,-0.78892,9.79499,0.00208,0.00003,-0.08573,-3.12781,-105.13420,-47.21954,-105.13092,-46.42077,0.03
17.25000,0.03572,-0.75583,9.80917,0.00091,0.00003,-0.08709,-3.12348,-105.14319,-47.63591,-105.13649,-46.83716,0.03
17.30000,0.03725,-0.75042,9.84577,-0.00030,0.00006,-0.08789,-3.11910,-105.15405,-48.05223,-105.14386,-47.25351,0.03
17.35000,0.03814,-0.75130,9.68017,-0.00094,0.00010,-0.08839,-3.11469,-105.16675,-48.46849,-105.15305,-47.66982,0.03
17.40000,0.03860,-0.76019,9.76763,-0.00099,0.00014,-0.08868,-3.11026,-105.18130,-48.88469,-105.16409,-48.08609,0.03
17.45000,0.03843,-0.76423,9.81743,-0.00073,0.00016,-0.08884,-3.10582,-105.19770,-49.30082,-105.17697,-48.50231,0.03
17.50000,0.03846,-0.76186,9.77033,-0.00046,0.00018,-0.08896,-3.10137,-105.21597,-49.71688,-105.19171,-48.91846,0.03
17.55000,0.03812,-0.76245,9.83934,-0.00030,0.00018,-0.08902,-3.09692,-105.23610,-50.13285,-105.20830,-49.33454,0.03
17.60000,0.03825,-0.75851,9.79960,-0.00028,0.00017,-0.08906,-3.09247,-105.25810,-50.54872,-105.22675,-49.75054,0.03
17.65000,0.03823,-0.76426,9.84314,-0.00033,0.00016,-0.08908,-3.08802,-105.28196,-50.96449,-105.24705,-50.16646,0.03
17.70000,0.03821,-0.75791,9.83372,-0.00039,0.00015,-0.08910,-3.08356,-105.30767,-51.38015,-105.26920,-50.58228,0.03
17.75000,0.03825,-0.76260,9.76714,-0.00042,0.00014,-0.08912,-3.07911,-105.33523,-51.79569,-105.29321,-50.99800,0.03
17.80000,0.03848,-0.76311,9.83584,-0.00043,0.00014,-0.08911,-3.07465,-105.36464,-52.21110,-105.31906,-51.41361,0.03
17.85000,0.03853,-0.75811,9.80043,-0.00042,0.00014,-0.08912,-3.07019,-105.39590,-52.62638,-105.34677,-51.82910,0.03
17.90000,0.03823,-0.75858,9.83651,-0.00041,0.00015,-0.08912,-3.06574,-105.42901,-53.04151,-105.37633,-52.24446,0.03
17.95000,0.03854,-0.75903,9.75935,-0.00040,0.00015,-0.08912,-3.06128,-105.46397,-53.45649,-105.40774,-52.65968,0.03
18.00000,0.03849,-0.76025,9.77690,-0.00039,0.00015,-0.08911,-3.05682,-105.50078,-53.87132,-105.44100,-53.07476,0.03
18.05000,0.03850,-0.76228,9.86087,-0.00040,0.00015,-0.08912,-3.05237,-105.53943,-54.28597,-105.47611,-53.48969,0.03
18.10000,0.03830,-0.75882,9.86373,-0.00040,0.00015,-0.08912,-3.04791,-105.57994,-54.70045,-105.51307,-53.90446,0.03
18.15000,0.03855,-0.76152,9.82685,-0.00040,0.00015,-0.08912,-3.04346,-105.62229,-55.11474,-105.55187,-54.31906,0.03
18.20000,0.03808,-0.75410,9.74713,-0.00040,0.00015,-0.08912,-3.03900,-105.66649,-55.52884,-105.59253,-54.73348,-0.07
18.25000,0.14789,0.99584,9.78075,0.01868,-0.00095,-0.00604,-3.03609,-105.71253,-55.94274,-105.63543,-55.14787,-0.08
18.30000,0.07185,2.30923,9.77571,0.04689,0.00006,0.09076,-3.03902,-105.75879,-56.35670,-105.67933,-55.56243,-0.08
18.35000,-0.17455,2.39001,9.83029,0.04623,0.00245,0.13690,-3.04506,-105.79969,-56.77159,-105.72065,-55.97667,-0.07
18.40000,-0.06031,2.38873,9.73386,0.02276,0.00218,0.16232,-3.05275,-105.83468,-57.18656,-105.75829,-56.39101,-0.07
18.45000,-0.05469,2.15590,9.78816,-0.00001,0.00133,0.17515,-3.06130,-105.86371,-57.60175,-105.79188,-56.80554,-0.07
18.50000,-0.03613,1.88521,9.76286,-0.01111,0.00043,0.18142,-3.07026,-105.88719,-58.01715,-105.82146,-57.22027,-0.06
18.55000,-0.00997,1.55717,9.78781,-0.01194,-0.00023,0.17985,-3.07932,-105.90580,-58.43271,-105.84710,-57.63522,-0.06
18.60000,0.02017,1.32805,9.76232,-0.00877,-0.00057,0.17351,-3.08815,-105.92026,-58.84837,-105.86902,-58.05041,-0.06
18.65000,0.03752,1.18361,9.85169,-0.00482,-0.00049,0.16565,-3.09659,-105.93129,-59.26415,-105.88743,-58.46585,-0.06
18.70000,0.03665,1.21674,9.81173,-0.00101,-0.00006,0.16214,-3.10475,-105.93931,-59.68004,-105.90257,-58.88148,-0.06
18.75000,0.02571,1.28393,9.76675,0.00237,0.00050,0.16123,-3.11282,-105.94445,-60.09604,-105.91443,-59.29724,-0.06
18.80000,0.01656,1.38607,9.81105,0.00388,0.00091,0.16299,-3.12092,-105.94651,-60.51209,-105.92302,-59.71309,-0.06
18.85000,0.00960,1.42375,9.82650,0.00374,0.00106,0.16402,-3.12911,-105.94529,-60.92816,-105.92820,-60.12898,-0.06
18.90000,0.01091,1.41914,9.83912,0.00188,0.00094,0.16362,-3.13731,-105.94058,-61.34421,-105.92993,-60.54490,-0.06
18.95000,0.00866,1.43296,9.82134,0.00040,0.00074,0.16451,3.13768,-105.93239,-61.76019,-105.92823,-60.96081,-0.06
19.00000,0.00088,1.46831,9.83414,0.00081,0.00062,0.16783,3.12937,-105.92073,-62.17609,-105.92314,-61.37668,-0.07
19.05000,-0.00676,1.53577,9.80873,0.00237,0.00059,0.17283,3.12084,-105.90552,-62.59187,-105.91459,-61.79245,-0.06
19.10000,-0.00140,1.51865,9.76126,0.00261,0.00050,0.17323,3.11216,-105.88661,-63.00745,-105.90238,-62.20810,-0.06
19.15000,0.00863,1.50010,9.83805,0.00092,0.00038,0.17323,3.10350,-105.86391,-63.42282,-105.88654,-62.62363,-0.06
19.20000,0.00942,1.47277,9.78728,0.00004,0.00037,0.17274,3.09485,-105.83757,-63.83796,-105.86707,-63.03900,-0.06
19.25000,0.00857,1.49225,9.79242,0.00008,0.00046,0.17376,3.08619,-105.80760,-64.25286,-105.84404,-63.45419,-0.06
19.30000,0.00761,1.48020,9.86950,0.00074,0.00056,0.17378,3.07749,-105.77404,-64.66749,-105.81740,-63.86916,-0.06
19.35000,0.00966,1.47787,9.86999,0.00085,0.00061,0.17391,3.06880,-105.73684,-65.08180,-105.78715,-64.28389,-0.07
19.40000,0.00630,1.49510,9.87732,0.00117,0.00067,0.17506,3.06008,-105.69606,-65.49578,-105.75332,-64.69833,-0.06
19.45000,0.00733,1.48980,9.78147,0.00117,0.00065,0.17437,3.05134,-105.65166,-65.90939,-105.71583,-65.11245,-0.06
19.50000,0.01001,1.47953,9.81336,0.00057,0.00060,0.17423,3.04263,-105.60360,-66.32258,-105.67474,-65.52624,-0.06
19.55000,0.00780,1.48475,9.79396,0.00057,0.00059,0.17425,3.03392,-105.55197,-66.73534,-105.63004,-65.93965,-0.07
19.60000,0.00189,1.53111,9.78089,0.00130,0.00064,0.17727,3.02513,-105.49674,-67.14764,-105.58179,-66.35266,-0.07
19.65000,0.00073,1.53817,9.79510,0.00199,0.00065,0.17756,3.01624,-105.43787,-67.55943,-105.52985,-66.76519,-0.07
19.70000,0.00195,1.56017,9.83125,0.00166,0.00064,0.18015,3.00730,-105.37524,-67.97064,-105.47428,-67.17724,-0.07
