time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,compassAngle,gpsX,gpsY,truePosX,truePosY
372.85000,-0.02501,1.97555,9.81598,0.00332,0.00107,0.22795,-0.35599,41.91372,20.42524,42.18203,19.67130,-0.09
372.90000,-0.01110,1.98299,9.83621,0.00035,0.00093,0.23190,-0.36744,41.75627,20.80973,42.03331,20.05900,-0.09
372.95000,-0.03630,2.04569,9.78954,0.00178,0.00107,0.23391,-0.37912,41.59451,21.19247,41.88010,20.44488,-0.10
373.00000,-0.05570,2.24146,9.81413,0.00395,0.00139,0.24676,-0.39112,41.42811,21.57316,41.72254,20.82894,-0.09
373.05000,-0.05748,2.18557,9.85013,0.00561,0.00141,0.24658,-0.40354,41.25700,21.95173,41.56015,21.21085,-0.09
373.10000,-0.01346,2.07437,9.83610,0.00090,0.00097,0.24464,-0.41581,41.08082,22.32783,41.39297,21.59072,-0.08
373.15000,-0.00121,1.95355,9.84479,-0.00255,0.00063,0.23704,-0.42785,40.90002,22.70175,41.22104,21.96851,-0.09
373.20000,-0.00641,2.00286,9.82085,-0.00304,0.00072,0.23898,-0.43970,40.71474,23.07351,41.04472,22.34434,-0.09
373.25000,-0.03869,2.07237,9.79952,0.00156,0.00119,0.24310,-0.45177,40.52526,23.44320,40.86401,22.71803,-0.09
373.30000,-0.03469,2.10252,9.83377,0.00389,0.00140,0.24509,-0.46399,40.33130,23.81053,40.67880,23.08947,-0.09
373.35000,-0.02330,2.09014,9.77206,0.00296,0.00131,0.24384,-0.47623,40.13280,24.17540,40.48902,23.45858,-0.08
373.40000,-0.00106,1.95230,9.72773,-0.00034,0.00097,0.23692,-0.48824,39.92982,24.53778,40.29463,23.82534,-0.09
373.45000,-0.01300,2.03447,9.85996,-0.00141,0.00099,0.24017,-0.50012,39.72254,24.89775,40.09599,24.18987,-0.10
373.50000,-0.05495,2.20357,9.79584,0.00298,0.00142,0.24802,-0.51235,39.51113,25.25536,39.89311,24.55196,-0.10
373.55000,-0.06011,2.26271,9.81878,0.00572,0.00161,0.25397,-0.52494,39.29523,25.61023,39.68579,24.91143,-0.09
373.60000,-0.03617,2.18517,9.76638,0.00385,0.00133,0.25190,-0.53762,39.07468,25.96214,39.47384,25.26814,-0.09
373.65000,-0.00425,2.04539,9.71482,-0.00105,0.00083,0.24569,-0.55005,38.84954,26.31107,39.25728,25.62213,-0.10
373.70000,-0.02442,2.11425,9.77821,-0.00178,0.00090,0.25034,-0.56240,38.62010,26.65722,39.03648,25.97353,-0.09
373.75000,-0.04784,2.18894,9.82529,0.00184,0.00124,0.25274,-0.57502,38.38647,27.00061,38.81133,26.32208,-0.09
373.80000,-0.03109,2.15060,9.72787,0.00247,0.00128,0.25331,-0.58767,38.14841,27.34089,38.58179,26.66775,-0.08
373.85000,0.00047,1.97729,9.84678,-0.00017,0.00094,0.24306,-0.60010,37.90605,27.67809,38.34775,27.01043,-0.08
373.90000,0.01981,1.89542,9.81107,-0.00386,0.00070,0.23744,-0.61205,37.65956,28.01231,38.10951,27.35035,-0.09
373.95000,-0.00431,1.91827,9.82441,-0.00231,0.00092,0.23546,-0.62385,37.40935,28.34388,37.86729,27.68752,-0.09
374.00000,-0.03442,2.08053,9.78431,0.00217,0.00143,0.24326,-0.63580,37.15539,28.67265,37.62128,28.02190,-0.10
374.05000,-0.06148,2.24060,9.81954,0.00687,0.00182,0.25015,-0.64818,36.89760,28.99843,37.37131,28.35320,-0.09
374.10000,-0.04573,2.21285,9.83256,0.00601,0.00165,0.25171,-0.66076,36.63563,29.32076,37.11719,28.68125,-0.09
374.15000,-0.03238,2.18708,9.81202,0.00233,0.00127,0.25177,-0.67335,36.36948,29.63956,36.85890,29.00602,-0.09
374.20000,-0.03557,2.20240,9.75178,0.00020,0.00106,0.25337,-0.68597,36.09923,29.95488,36.59653,29.32748,-0.09
374.25000,-0.02203,2.09734,9.83676,-0.00096,0.00085,0.24914,-0.69855,35.82493,30.26667,36.33004,29.64553,-0.09
374.30000,-0.00418,2.02093,9.80421,-0.00229,0.00072,0.24570,-0.71090,35.54670,30.57494,36.05957,29.96029,-0.08
374.35000,0.00303,1.91269,9.84953,-0.00228,0.00072,0.23889,-0.72300,35.26478,30.87991,35.78519,30.27173,-0.09
374.40000,-0.00505,1.96239,9.80487,-0.00100,0.00098,0.24007,-0.73493,34.97932,31.18161,35.50718,30.58000,-0.08
374.45000,-0.01176,1.93300,9.82514,0.00127,0.00119,0.23548,-0.74685,34.69045,31.48014,35.22547,30.88490,-0.08
374.50000,0.01304,1.83240,9.85329,-0.00040,0.00106,0.22916,-0.75844,34.39808,31.77526,34.94012,31.18651,-0.08
374.55000,0.00458,1.84589,9.85895,-0.00101,0.00105,0.22649,-0.76979,34.10248,32.06720,34.65133,31.48491,-0.08
374.60000,-0.01172,1.88092,9.81459,0.00052,0.00118,0.22706,-0.78112,33.80372,32.35599,34.35922,31.78007,-0.09
374.65000,-0.04473,2.11634,9.78065,0.00415,0.00153,0.23747,-0.79273,33.50177,32.64148,34.06393,32.07198,-0.09
374.70000,-0.05068,2.13531,9.75232,0.00631,0.00155,0.23917,-0.80471,33.19650,32.92337,33.76520,32.36022,-0.09
374.75000,-0.01531,2.02357,9.85531,0.00225,0.00107,0.23655,-0.81660,32.88769,33.20126,33.46296,32.64480,-0.08
374.80000,-0.00524,1.95097,9.83822,-0.00150,0.00069,0.23236,-0.82831,32.57557,33.47539,33.15730,32.92575,-0.08
374.85000,0.00070,1.88353,9.77417,-0.00302,0.00056,0.22860,-0.83982,32.26025,33.74589,32.84835,33.20316,-0.09
374.90000,-0.01425,1.94180,9.82111,-0.00101,0.00081,0.23134,-0.85129,31.94190,34.01286,32.53632,33.47711,-0.08
374.95000,-0.00804,1.84357,9.79744,0.00096,0.00093,0.22593,-0.86275,31.62058,34.27630,32.22109,33.74739,-0.08
375.00000,0.01578,1.78165,9.82384,-0.00079,0.00083,0.22085,-0.87389,31.29628,34.53604,31.90278,34.01414,-0.08
375.05000,0.00035,1.82383,9.79447,-0.00045,0.00096,0.22008,-0.88489,30.96924,34.79242,31.58156,34.27745,-0.08
375.10000,-0.01839,1.90840,9.82394,0.00182,0.00121,0.22337,-0.89597,30.63949,35.04537,31.25752,34.53726,-0.08
375.15000,-0.00925,1.83718,9.82187,0.00220,0.00113,0.21920,-0.90706,30.30697,35.29468,30.93055,34.79336,-0.07
375.20000,0.01895,1.69682,9.78705,-0.00127,0.00076,0.21141,-0.91780,29.97170,35.54024,30.60071,35.04585,-0.07
375.25000,0.02327,1.61819,9.77312,-0.00353,0.00055,0.20448,-0.92816,29.63391,35.78238,30.26814,35.29489,-0.08
375.30000,0.00843,1.65262,9.79674,-0.00215,0.00068,0.20448,-0.93835,29.29374,36.02131,29.93308,35.54065,-0.08
375.35000,-0.02026,1.81117,9.83694,0.00258,0.00108,0.21090,-0.94874,28.95127,36.25701,29.59563,35.78306,-0.08
375.40000,-0.01787,1.80725,9.88728,0.00479,0.00116,0.21023,-0.95931,28.60640,36.48916,29.25565,36.02183,-0.08
375.45000,-0.01028,1.86392,9.79092,0.00306,0.00105,0.21310,-0.96987,28.25905,36.71751,28.91318,36.25703,-0.08
375.50000,-0.01057,1.80775,9.89068,0.00156,0.00088,0.21034,-0.98049,27.90931,36.94217,28.56819,36.48847,-0.08
375.55000,-0.00375,1.79904,9.83594,-0.00039,0.00074,0.21166,-0.99101,27.55713,37.16296,28.22078,36.71630,-0.07
375.60000,-0.00159,1.72566,9.83180,-0.00063,0.00065,0.20713,-1.00150,27.20266,37.38009,27.87093,36.94038,-0.07
375.65000,0.01914,1.62270,9.78207,-0.00237,0.00049,0.20158,-1.01169,26.84592,37.59345,27.51873,37.16084,-0.07
375.70000,0.01701,1.58097,9.81902,-0.00228,0.00053,0.19761,-1.02165,26.48710,37.80339,27.16429,37.37780,-0.07
375.75000,0.00813,1.62123,9.84478,-0.00045,0.00073,0.19724,-1.03150,26.12630,38.00999,26.80774,37.59133,0.01
375.80000,0.15075,0.27197,9.81755,-0.01110,-0.00068,0.12762,-1.04004,25.76355,38.21321,26.44866,37.80107,0.00
375.85000,0.20513,-0.47323,9.91367,-0.03409,-0.00134,0.07003,-1.04438,25.39939,38.41412,26.08760,38.00844,-0.01
375.90000,0.08893,-0.27187,9.76004,-0.02646,-0.00016,0.05172,-1.04722,25.03550,38.61644,25.72602,38.21521,-0.01
375.95000,0.06490,-0.16040,9.86398,-0.00662,0.00086,0.04237,-1.04951,24.67189,38.81963,25.36413,38.42153,-0.02
376.00000,0.05010,0.11936,9.85866,0.00755,0.00129,0.04384,-1.05161,24.30845,39.02324,25.00200,38.62746,-0.01
376.05000,0.03914,0.30174,9.79064,0.01224,0.00116,0.04225,-1.05379,23.94502,39.22693,24.63945,38.83267,-0.02
376.10000,0.03232,0.52605,9.78240,0.00910,0.00072,0.04899,-1.05604,23.58125,39.43002,24.27652,39.03716,-0.03
376.15000,0.02335,0.71873,9.76708,0.00693,0.00030,0.05841,-1.05877,23.21702,39.63226,23.91308,39.24071,-0.03
376.20000,0.02067,0.82768,9.81431,0.00485,-0.00002,0.06870,-1.06198,22.85203,39.83304,23.54905,39.44311,-0.03
376.25000,0.02504,0.78569,9.78465,0.00234,-0.00021,0.07196,-1.06556,22.48613,40.03211,23.18427,39.64409,-0.02
376.30000,0.03706,0.62770,9.80537,-0.00180,-0.00033,0.06923,-1.06910,22.11930,40.22937,22.81870,39.84362,-0.03
376.35000,0.03495,0.70592,9.83838,-0.00225,-0.00021,0.07571,-1.07269,21.75168,40.42514,22.45248,40.04197,-0.04
376.40000,0.02275,0.86638,9.74054,0.00278,0.00010,0.08616,-1.07678,21.38334,40.61956,22.08559,40.23899,-0.04
376.45000,0.01498,1.02843,9.91224,0.00681,0.00037,0.09841,-1.08143,21.01408,40.81220,21.71791,40.43445,-0.04
376.50000,0.01268,1.09108,9.76696,0.00729,0.00047,0.10574,-1.08660,20.64377,41.00272,21.34928,40.62799,-0.05
376.55000,0.01436,1.13110,9.78655,0.00453,0.00042,0.11252,-1.09208,20.27227,41.19083,20.97963,40.81949,-0.05
376.60000,0.00537,1.25367,9.80373,0.00341,0.00042,0.12289,-1.09799,19.89958,41.37651,20.60894,41.00887,-0.05
376.65000,-0.00114,1.31579,9.74945,0.00383,0.00043,0.13155,-1.10440,19.52563,41.55954,20.23713,41.19587,-0.06
376.70000,-0.00051,1.36554,9.85335,0.00350,0.00040,0.13930,-1.11121,19.15032,41.73965,19.86411,41.38036,-0.06
376.75000,0.00084,1.37035,9.77166,0.00286,0.00035,0.14460,-1.11834,18.77364,41.91678,19.48984,41.56216,-0.06
376.80000,0.00697,1.35438,9.87457,0.00152,0.00028,0.14726,-1.12566,18.39559,42.09084,19.11426,41.74116,-0.06
376.85000,0.00911,1.34848,9.74709,0.00067,0.00028,0.15034,-1.13311,18.01618,42.26185,18.73738,41.91736,-0.06
376.90000,0.00567,1.38694,9.82631,0.00121,0.00037,0.15436,-1.14074,17.63545,42.42986,18.35921,42.09072,-0.07
376.95000,-0.00873,1.54774,9.80952,0.00348,0.00061,0.16479,-1.14873,17.25340,42.59479,17.97980,42.26120,-0.07
377.00000,-0.03238,1.73876,9.80802,0.00720,0.00093,0.17891,-1.15737,16.86998,42.75643,17.59911,42.42856,-0.07
377.05000,-0.02183,1.71192,9.78216,0.00664,0.00086,0.18128,-1.16645,16.48505,42.91425,17.21695,42.59230,-0.07
377.10000,-0.01075,1.74346,9.74058,0.00259,0.00067,0.18789,-1.17567,16.09858,43.06801,16.83334,42.75254,-0.07
377.15000,-0.01084,1.67455,9.80809,0.00078,0.00052,0.18700,-1.18509,15.71063,43.21795,16.44822,42.90900,-0.08
377.20000,-0.01203,1.75826,9.84039,0.00006,0.00056,0.19544,-1.19462,15.32120,43.36387,16.06171,43.06193,-0.08
377.25000,-0.02851,1.79657,9.79358,0.00296,0.00076,0.19974,-1.20455,14.93037,43.50598,15.67378,43.21101,-0.08
377.30000,-0.02569,1.86831,9.79690,0.00375,0.00089,0.20765,-1.21474,14.53809,43.64383,15.28445,43.35622,-0.08
377.35000,-0.03350,1.91667,9.77236,0.00453,0.00098,0.21232,-1.22529,14.14440,43.77747,14.89368,43.49730,-0.08
377.40000,-0.02420,1.93935,9.79490,0.00301,0.00091,0.21571,-1.23601,13.74926,43.90659,14.50145,43.63417,-0.08
377.45000,-0.02902,1.97722,9.73183,0.00219,0.00091,0.22051,-1.24693,13.35273,44.03121,14.10781,43.76676,-0.09
377.50000,-0.03335,2.00450,9.77751,0.00228,0.00096,0.22484,-1.25808,12.95482,44.15126,13.71278,43.89495,-0.08
377.55000,-0.02822,2.01430,9.78593,0.00197,0.00094,0.22698,-1.26940,12.55556,44.26659,13.31636,44.01864,-0.08
377.60000,-0.01921,1.95841,9.74002,0.00098,0.00086,0.22707,-1.28076,12.15501,44.37719,12.91855,44.13778,-0.08
377.65000,-0.01349,1.94051,9.79412,0.00012,0.00082,0.22670,-1.29210,11.75321,44.48313,12.51941,44.25237,-0.09
377.70000,-0.01844,1.96419,9.77727,0.00053,0.00091,0.22862,-1.30348,11.35023,44.58447,12.11902,44.36245,-0.09
377.75000,-0.02874,2.00614,9.77054,0.00208,0.00109,0.23203,-1.31501,10.94613,44.68120,11.71742,44.46798,-0.09
377.80000,-0.04183,2.11600,9.76900,0.00383,0.00131,0.23856,-1.32678,10.54093,44.77319,11.31470,44.56887,-0.09
377.85000,-0.04182,2.13543,9.81720,0.00421,0.00132,0.24068,-1.33880,10.13468,44.86022,10.91084,44.66487,-0.09
377.90000,-0.02498,2.08218,9.79726,0.00187,0.00110,0.24053,-1.35084,9.72741,44.94210,10.50586,44.75594,-0.09
377.95000,-0.01622,2.01926,9.79409,-0.00034,0.00089,0.23818,-1.36281,9.31919,45.01894,10.09979,44.84207,-0.09
378.00000,-0.01545,2.00694,9.79865,-0.00104,0.00085,0.23823,-1.37470,8.91006,45.09085,9.69271,44.92337,-0.09
378.05000,-0.02135,2.02187,9.79604,0.00018,0.00097,0.23835,-1.38662,8.50010,45.15794,9.28469,44.99984,-0.09
378.10000,-0.01273,1.95689,9.77633,0.00063,0.00100,0.23599,-1.39848,8.08937,45.22016,8.87577,45.07143,-0.08
378.15000,-0.00644,1.94458,9.79229,0.00019,0.00099,0.23386,-1.41022,7.67793,45.27755,8.46601,45.13820,-0.08
378.20000,-0.00655,1.92096,9.84627,0.00004,0.00100,0.23138,-1.42184,7.26584,45.33024,8.05547,45.20019,-0.08
378.25000,-0.00252,1.87352,9.87633,-0.00025,0.00098,0.22836,-1.43332,6.85315,45.37825,7.64421,45.25742,-0.08
378.30000,0.00111,1.83461,9.74912,-0.00056,0.00095,0.22466,-1.44463,6.43993,45.42165,7.23228,45.30997,-0.08
378.35000,0.00060,1.81106,9.83164,-0.00049,0.00095,0.22230,-1.45579,6.02622,45.46054,6.81975,45.35791,-0.08
378.40000,-0.00246,1.81510,9.81744,0.00013,0.00097,0.22024,-1.46684,5.61209,45.49499,6.40669,45.40130,-0.08
378.45000,-0.00014,1.80333,9.80127,0.00032,0.00095,0.21747,-1.47778,5.19759,45.52500,5.99315,45.44015,-0.08
378.50000,0.00463,1.75539,9.83119,-0.00011,0.00087,0.21387,-1.48855,4.78278,45.55061,5.57918,45.47449,-0.07
378.55000,0.00925,1.70500,9.84817,-0.00078,0.00079,0.20965,-1.49913,4.36769,45.57189,5.16482,45.50441,-0.07
378.60000,0.01519,1.64801,9.77455,-0.00143,0.00070,0.20413,-1.50946,3.95238,45.58898,4.75012,45.52999,-0.07
378.65000,0.02250,1.56325,9.83442,-0.00212,0.00062,0.19762,-1.51948,3.53688,45.60199,4.33511,45.55133,-0.07
378.70000,0.02346,1.51700,9.69625,-0.00211,0.00062,0.19247,-1.52920,3.12123,45.61114,3.91985,45.56862,-0.07
378.75000,0.01843,1.49714,9.81257,-0.00103,0.00071,0.18894,-1.53871,2.70545,45.61657,3.50440,45.58197,-0.07
378.80000,0.01741,1.48883,9.81376,-0.00009,0.00075,0.18520,-1.54805,2.28961,45.61832,3.08881,45.59143,-0.06
378.85000,0.02379,1.41632,9.82780,-0.00047,0.00068,0.17923,-1.55715,1.87374,45.61641,2.67310,45.59703,-0.06
378.90000,0.02756,1.36888,9.82008,-0.00143,0.00059,0.17408,-1.56595,1.45786,45.61095,2.25731,45.59893,-0.06
378.95000,0.02525,1.34034,9.83339,-0.00144,0.00055,0.16955,-1.57452,1.04200,45.60212,1.84147,45.59724,-0.06
379.00000,0.02457,1.32317,9.77955,-0.00103,0.00054,0.16587,-1.58288,0.62618,45.58997,1.42562,45.59206,-0.05
379.05000,0.03052,1.24029,9.79747,-0.00123,0.00046,0.15884,-1.59099,0.21045,45.57458,1.00978,45.58341,-0.05
379.10000,0.04095,1.13257,9.82616,-0.00271,0.00033,0.15038,-1.59869,-0.20519,45.55607,0.59397,45.57145,-0.05
379.15000,0.04064,1.07829,9.78664,-0.00316,0.00031,0.14378,-1.60600,-0.62075,45.53472,0.17819,45.55641,-0.05
379.20000,0.03819,1.03602,9.77216,-0.00230,0.00035,0.13787,-1.61302,-1.03621,45.51073,-0.23752,45.53843,-0.05
379.25000,0.03824,0.99780,9.79061,-0.00148,0.00038,0.13238,-1.61975,-1.45156,45.48417,-0.65314,45.51762,-0.04
379.30000,0.03897,0.95144,9.74849,-0.00117,0.00037,0.12652,-1.62620,-1.86678,45.45515,-1.06865,45.49410,-0.04
379.35000,0.04160,0.88810,9.77959,-0.00163,0.00032,0.11958,-1.63232,-2.28185,45.42377,-1.48405,45.46796,0.02
379.40000,0.10810,-0.21062,9.73372,-0.01111,-0.00041,0.05840,-1.63704,-2.69679,45.39017,-1.89941,45.43886,0.02
379.45000,0.11403,-0.86929,9.73344,-0.03085,-0.00059,0.00932,-1.63832,-3.11172,45.35549,-2.31487,45.40832,0.02
379.50000,0.05644,-0.88619,9.78232,-0.02551,0.00004,-0.01585,-1.63797,-3.52701,45.32294,-2.73040,45.37809,0.02
379.55000,0.04573,-0.83610,9.89642,-0.00994,0.00050,-0.02984,-1.63672,-3.94252,45.29256,-3.14597,45.34868,0.01
379.60000,0.04192,-0.63166,9.85087,0.00314,0.00063,-0.03409,-1.63505,-4.35819,45.26432,-3.56161,45.32032,0.01
379.65000,0.04100,-0.41262,9.83300,0.00924,0.00049,-0.03461,-1.63332,-4.77397,45.23787,-3.97730,45.29285,0.01
379.70000,0.04129,-0.22580,9.79835,0.00861,0.00023,-0.03172,-1.63166,-5.18981,45.21261,-4.39304,45.26616,0.01
379.75000,0.04174,-0.15899,9.76534,0.00488,-0.00001,-0.03038,-1.63012,-5.60570,45.18808,-4.80881,45.24003,0.00
379.80000,0.04362,-0.03672,9.77372,0.00190,-0.00017,-0.02244,-1.62880,-6.02160,45.16395,-5.22463,45.21454,0.01
379.85000,0.04454,-0.17505,9.82232,-0.00016,-0.00019,-0.02672,-1.62763,-6.43752,45.14009,-5.64047,45.18930,0.01
379.90000,0.04196,-0.32880,9.78602,-0.00466,-0.00012,-0.03167,-1.62613,-6.85344,45.11636,-6.05633,45.16456,0.02
379.95000,0.04038,-0.50947,9.81512,-0.00640,-0.00000,-0.04234,-1.62427,-7.26941,45.09338,-6.47221,45.14040,0.01
380.00000,0.04091,-0.46825,9.86945,-0.00515,0.00006,-0.04184,-1.62210,-7.68542,45.07142,-6.88814,45.11731,0.01
380.05000,0.04546,-0.39086,9.82397,0.00038,0.00006,-0.04091,-1.62005,-8.10149,45.05080,-7.30413,45.09517,0.02
380.10000,0.04341,-0.38073,9.80526,0.00231,0.00006,-0.04111,-1.61800,-8.51761,45.03112,-7.72017,45.07391,0.01
380.15000,0.04280,-0.34900,9.82380,0.00191,0.00006,-0.04105,-1.61594,-8.93377,45.01238,-8.13624,45.05352,0.01
380.20000,0.04373,-0.32733,9.79135,0.00082,0.00004,-0.04079,-1.61390,-9.34998,44.99452,-8.55236,45.03396,0.02
380.25000,0.04310,-0.35209,9.82745,-0.00040,0.00004,-0.04193,-1.61183,-9.76621,44.97747,-8.96851,45.01521,0.02
380.30000,0.04261,-0.36251,9.81845,-0.00120,0.00003,-0.04227,-1.60972,-10.18248,44.96125,-9.38470,44.99734,0.02
380.35000,0.04353,-0.35375,9.77805,-0.00079,0.00002,-0.04179,-1.60762,-10.59878,44.94592,-9.80093,44.98035,0.01
380.40000,0.04428,-0.33186,9.74335,0.00014,0.00001,-0.04020,-1.60557,-11.01511,44.93147,-10.21719,44.96426,0.01
380.45000,0.04498,-0.31020,9.82312,0.00087,0.00001,-0.03885,-1.60360,-11.43147,44.91786,-10.63349,44.94901,0.01
380.50000,0.04419,-0.31448,9.78890,0.00068,0.00002,-0.03854,-1.60168,-11.84786,44.90501,-11.04982,44.93456,0.01
380.55000,0.04337,-0.32286,9.85941,-0.00007,0.00004,-0.03884,-1.59974,-12.26427,44.89292,-11.46618,44.92088,0.01
380.60000,0.04339,-0.32990,9.81046,-0.00058,0.00004,-0.03898,-1.59779,-12.68071,44.88160,-11.88256,44.90801,0.01
380.65000,0.04387,-0.31811,9.77411,-0.00041,0.00004,-0.03814,-1.59586,-13.09717,44.87109,-12.29897,44.89596,0.01
380.70000,0.04416,-0.32527,9.82665,-0.00007,0.00003,-0.03828,-1.59396,-13.51364,44.86137,-12.71540,44.88469,0.02
380.75000,0.04282,-0.34657,9.83495,-0.00039,0.00004,-0.03930,-1.59202,-13.93014,44.85242,-13.13185,44.87421,0.02
380.80000,0.04227,-0.38420,9.80521,-0.00100,0.00004,-0.04149,-1.59000,-14.34665,44.84430,-13.54831,44.86453,0.02
380.85000,0.04202,-0.39909,9.88709,-0.00137,0.00004,-0.04297,-1.58787,-14.76317,44.83708,-13.96479,44.85572,0.02
380.90000,0.04300,-0.39064,9.69086,-0.00083,0.00003,-0.04315,-1.58571,-15.17971,44.83083,-14.38129,44.84784,0.02
380.95000,0.04346,-0.37520,9.79697,-0.00003,0.00002,-0.04307,-1.58356,-15.59625,44.82555,-14.79780,44.84087,0.01
381.00000,0.04575,-0.28331,9.84693,0.00127,0.00000,-0.03830,-1.58152,-16.01281,44.82120,-15.21434,44.83488,0.01
381.05000,0.04702,-0.22743,9.76410,0.00272,-0.00001,-0.03492,-1.57972,-16.42938,44.81767,-15.63089,44.82967,0.01
381.10000,0.04577,-0.20848,9.85855,0.00208,0.00001,-0.03233,-1.57805,-16.84596,44.81469,-16.04745,44.82515,0.01
381.15000,0.04403,-0.27520,9.77788,0.00014,0.00004,-0.03454,-1.57639,-17.26255,44.81225,-16.46403,44.82121,0.01
381.20000,0.04297,-0.30576,9.81645,-0.00195,0.00005,-0.03528,-1.57463,-17.67914,44.81037,-16.88060,44.81799,0.01
381.25000,0.04459,-0.27630,9.81084,-0.00126,0.00004,-0.03353,-1.57291,-18.09573,44.80926,-17.29718,44.81553,0.01
381.30000,0.04493,-0.24115,9.79521,0.00046,0.00002,-0.03117,-1.57130,-18.51233,44.80886,-17.71377,44.81379,0.01
381.35000,0.04485,-0.23975,9.83354,0.00118,0.00001,-0.03035,-1.56977,-18.92893,44.80907,-18.13037,44.81270,0.01
381.40000,0.04345,-0.28286,9.75749,0.00018,0.00002,-0.03223,-1.56821,-19.34553,44.80986,-18.54696,44.81219,0.01
381.45000,0.04274,-0.31718,9.80772,-0.00129,0.00003,-0.03418,-1.56654,-19.76212,44.81127,-18.96355,44.81233,0.01
381.50000,0.04404,-0.24909,9.79634,-0.00070,0.00001,-0.03108,-1.56490,-20.17872,44.81344,-19.38014,44.81326,0.01
381.55000,0.04587,-0.19577,9.82028,0.00138,-0.00000,-0.02807,-1.56344,-20.59530,44.81632,-19.79674,44.81484,0.01
381.60000,0.04530,-0.16595,9.86785,0.00198,-0.00000,-0.02530,-1.56211,-21.01189,44.81969,-20.21333,44.81702,0.01
381.65000,0.04441,-0.20875,9.88180,0.00093,0.00001,-0.02670,-1.56083,-21.42848,44.82351,-20.62993,44.81964,0.01
381.70000,0.04409,-0.19012,9.82571,-0.00052,0.00002,-0.02509,-1.55952,-21.84506,44.82774,-21.04652,44.82284,0.01
381.75000,0.04497,-0.16328,9.84185,0.00005,0.00002,-0.02332,-1.55832,-22.26164,44.83252,-21.46311,44.82656,0.01
381.80000,0.04497,-0.16577,9.78012,0.00034,0.00002,-0.02224,-1.55719,-22.67821,44.83769,-21.87969,44.83076,0.01
381.85000,0.04426,-0.19274,9.77553,-0.00001,0.00002,-0.02300,-1.55607,-23.09479,44.84327,-22.29627,44.83538,0.01
381.90000,0.04366,-0.19758,9.84628,-0.00054,0.00002,-0.02300,-1.55491,-23.51135,44.84928,-22.71285,44.84050,0.01
381.95000,0.04499,-0.13422,9.78751,0.00032,0.00001,-0.01967,-1.55384,-23.92791,44.85579,-23.12942,44.84613,0.01
382.00000,0.04503,-0.10550,9.76595,0.00153,0.00000,-0.01750,-1.55293,-24.34446,44.86270,-23.54598,44.85217,-0.00
382.05000,0.04534,0.06229,9.77957,0.00307,-0.00001,-0.00735,-1.55231,-24.76101,44.86987,-23.96255,44.85868,-0.00
382.10000,0.04501,0.13163,9.77950,0.00493,0.00000,-0.00165,-1.55214,-25.17757,44.87714,-24.37912,44.86527,-0.00
382.15000,0.04396,0.14472,9.86772,0.00317,0.00002,0.00297,-1.55219,-25.59413,44.88403,-24.79568,44.87184,-0.01
382.20000,0.04316,0.19811,9.82544,0.00188,0.00003,0.00835,-1.55249,-26.01070,44.89061,-25.21225,44.87832,-0.00
382.25000,0.04300,0.16712,9.83953,0.00076,0.00003,0.00988,-1.55298,-26.42727,44.89675,-25.62883,44.88452,-0.00
382.30000,0.04408,0.07054,9.85427,-0.00138,0.00001,0.00753,-1.55342,-26.84385,44.90241,-26.04540,44.89044,0.00
382.35000,0.04457,-0.02879,9.86677,-0.00319,-0.00001,0.00314,-1.55368,-27.26044,44.90780,-26.46198,44.89616,0.00
382.40000,-0.34087,-0.07362,9.83761,-0.00333,0.00290,0.00021,-1.55374,-27.67702,44.91318,-26.87767,44.90182,0.00
382.45000,0.13202,-0.07899,9.81811,-0.00177,-0.00014,-0.00154,-1.55369,-28.09293,44.91871,-27.29347,44.90754,0.00
382.50000,0.02478,-0.07211,9.89718,-0.00022,-0.00108,-0.00262,-1.55358,-28.50872,44.92443,-27.70930,44.91333,0.00
382.55000,0.03724,-0.05670,9.86467,0.00060,-0.00136,-0.00329,-1.55343,-28.92454,44.93033,-28.12510,44.91921,0.00
382.60000,0.04787,-0.04295,9.88601,0.00067,-0.00110,-0.00370,-1.55325,-29.34032,44.93640,-28.54091,44.92516,0.00
382.65000,0.05146,-0.03552,9.78166,0.00036,-0.00057,-0.00395,-1.55306,-29.75610,44.94257,-28.95672,44.93118,0.00
382.70000,0.05155,-0.03358,9.82321,0.00003,-0.00005,-0.00410,-1.55285,-30.17189,44.94885,-29.37255,44.93729,0.00
382.75000,0.04955,-0.03502,9.83248,-0.00016,0.00030,-0.00419,-1.55265,-30.58770,44.95520,-29.78837,44.94348,0.00
382.80000,0.04661,-0.03694,9.78132,-0.00018,0.00043,-0.00424,-1.55244,-31.00353,44.96164,-30.20420,44.94975,0.00
382.85000,0.04370,-0.03794,9.90995,-0.00011,0.00038,-0.00427,-1.55222,-31.41936,44.96817,-30.62003,44.95612,0.00
382.90000,0.04218,-0.03831,9.82862,-0.00004,0.00022,-0.00429,-1.55201,-31.83519,44.97479,-31.03585,44.96258,0.00
382.95000,0.04157,-0.03756,9.81238,0.00000,0.00005,-0.00431,-1.55179,-32.25102,44.98151,-31.45167,44.96912,0.00
383.00000,0.04230,-0.03664,9.78791,0.00001,-0.00007,-0.00431,-1.55158,-32.66683,44.98832,-31.86749,44.97576,0.00
